Product Name,Brand Name,Price,Stars,Text,Review Votes,ReviewsNumber,sentiment,AverageRating,review_length,token_count
"AKUA AKUMOBEK40W01 4.0"" EK4 Smartphone - GSM Unlocked - White",AKUA,,5,i love this phone i like it better than my old iphone much thinner and once you learn android system  easier to use a great buy exclamation ,0,2,Positive,5.0,131,26
"AKUA AKUMOBEK40W01 4.0"" EK4 Smartphone - GSM Unlocked - White",AKUA,,5,this phone seems pretty excellent for the money only had it   days  and set it up with tracfone who are clueless and it was a nightmare but now that that is done it seems great it could die in a week  but so far  so great exclamation update had a problem with an sd card  but it seems the card itself was the problem this phone does the job its not an iphone  but it also hasnt got the pricetag it does what i need and is reliable wifi works well great value,0,2,Positive,5.0,458,92
ALCATEL Factory Unlocking Codes. This unlocking service provides IMEI unlock codes for all models of Alcatel mobile phones. Your device will be unlocked permanently and operate on any GSM network worldwide.,ALCATEL,139.95,5,i love it excelent service acurate and fast,0,2,Positive,5.0,43,8
ALCATEL Factory Unlocking Codes. This unlocking service provides IMEI unlock codes for all models of Alcatel mobile phones. Your device will be unlocked permanently and operate on any GSM network worldwide.,ALCATEL,139.95,5,i liked that they gave me my unlock code real fast i would recomoned to others i really did liked that alot,10,2,Positive,5.0,108,22
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,4,its perfert exclamation  had everything i expected,0,11,Positive,4.454545454545454,39,6
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,5,great phone for the price and the headset is a great perk both work fantastic no problems,0,11,Positive,4.454545454545454,90,17
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,2,connection on phone calls is terrible  does not keep track of calls with dual sims  does not always screen mirror many many issues,0,11,Negative,4.454545454545454,134,23
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,4,buy a case  buy a case buy a case exclamation  every revier and unboxing i saw when this phone came out showed one included   wrong the phone is awesome but more slippery than a fish had is less than a week and both sides cracked while in my fsfjxrhdyxing pocket,10,11,Positive,4.454545454545454,261,50
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,4,nice phone  fast but it heat up very quick and cool down quick too,10,11,Positive,4.454545454545454,67,14
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,5,easily the best phone ive ever used great price point but even better performance and image quality of the screen and sound quality from speakers will stick with this phone for a while unless alcatel can somehow find a way to out do the idol  s,10,11,Positive,4.454545454545454,248,46
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,5,thank u alcatel i love it,30,11,Positive,4.454545454545454,25,6
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,5,updatedafter   monththis is still a great phone this is replacing my galaxy s  i also have an iphone   which i use for work i have also used the htc one x  htc m   lg g   moto g  and honor  x the idol  s is a great phone  it is very thin and has a beautiful build battery life has been greateasily   hours  waaaaaay longer if youre not killing it with games all day stand byidol time is amazing total screen on time for me is around      hours with checking emails  texting  you tube  reading news  music  some casual gaming examples ssg   skyforce reloaded  words  fieldrunners    smash hit  defense zone   for a total of   hours use it also recharges very fast the display is awesomeeven outside in the sun is no problem better than all of the above mentioned phones not sure if the screen is gorilla glassi have no scratches yet and i dont use a screen protector ive watched many reviews of this phone before buying most of them complain about the fingerprint scanner there is really nothing wrong with it it is very comparable in speed to my iphone   and registers the same number of timesabout   of the time i actually think its a little better than the iphone   fingerprint scanner the sound is awesome on this phone whether you use headphones or not i have not had any issues with att cell signal  gps  or bluetooth no problem with bluetooth connecting to my car or my home av receiver i always use nova launcher on every android phone in my family  and the idol  s is no exception this phone with the   processor and   gig ram handles everything easily the phone runs super smoothno lagging and this phone comes with decent jbl headphones  screen protector  and vr headset vr is pretty cool overall a great buy but i think   might be a better price its a definite buy either way you will not be disappointed,90,11,Positive,4.454545454545454,1894,341
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,5,coming from an asus zenfone    this smartphone charges super fast the screen is super crisp vibrant colors and with a vr  jbl headphones and a faux tempered screen protector cant go wrong with the package on this phone,100,11,Positive,4.454545454545454,221,39
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,5,i broke my iphone   plus and i was not willing to pay   for a new apple phone i have to admit i was a little leery of this phone given the fact that i am a long time apple user after some careful research i decided on the alcatel idol  s it is much more affordable and still delivers the high end experience i was looking for so far i am extremely happy with the purchase and would highly recommend anyone to give this phone a shot in terms of speed my idol  s is noticeably faster on the web in the same environment as my iphone   plus in terms of battery i could barely get through half a day on my iphone with heavy use my idol  s ends the day with between   and   of power left with the same kind of usage when you do need to charge it has some technology that charges the phone super fast called quick charge    i take a ton of pictures with my phone and i love the fact that this phone offers a flash on the front and rear sides of the phone the ability to expand the memory on the phone with a micro sd card is a huge plus to me because i keep so many pictures on my phone i rarely listen to music through my phones internal speakers  however this phone has two speakers on it exclamation  one on the top of the phone and one on the bottom i compared it to my iphone and its a huge difference you get a surround sound affect and it is much louder than any of my other phones i havent tried out the vr googles yet  but the jbl headphones that come with it are surprisingly good quality alcatel also throws in a screen protector  making this phone a complete package i am an att customer and they have an app called att mobile transfer that literally takes minutes to transfer all your contacts  videos  and pictures from your original device to your new device so easy to use and it doesnt matter if you are going from apple to android based   stars across the board  very satisfied customer exclamation ,540,11,Positive,4.454545454545454,1927,377
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",ALCATEL,399.99,5,this device is fire  its nice from its nice battery life to its camera its vr goggles is ok nothing that will blow you a way its worth its price from screen to design,120,11,Positive,4.454545454545454,172,35
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,5,this device is fire  its nice from its nice battery life to its camera its vr goggles is ok nothing that will blow you a way its worth its price from screen to design,120,11,Positive,4.454545454545454,172,35
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,4,its perfert exclamation  had everything i expected,0,11,Positive,4.454545454545454,39,6
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,5,great phone for the price and the headset is a great perk both work fantastic no problems,0,11,Positive,4.454545454545454,90,17
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,2,connection on phone calls is terrible  does not keep track of calls with dual sims  does not always screen mirror many many issues,0,11,Negative,4.454545454545454,134,23
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,4,buy a case  buy a case buy a case exclamation  every revier and unboxing i saw when this phone came out showed one included   wrong the phone is awesome but more slippery than a fish had is less than a week and both sides cracked while in my fsfjxrhdyxing pocket,10,11,Positive,4.454545454545454,261,50
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,4,nice phone  fast but it heat up very quick and cool down quick too,10,11,Positive,4.454545454545454,67,14
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,5,easily the best phone ive ever used great price point but even better performance and image quality of the screen and sound quality from speakers will stick with this phone for a while unless alcatel can somehow find a way to out do the idol  s,10,11,Positive,4.454545454545454,248,46
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,5,thank u alcatel i love it,30,11,Positive,4.454545454545454,25,6
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,5,updatedafter   monththis is still a great phone this is replacing my galaxy s  i also have an iphone   which i use for work i have also used the htc one x  htc m   lg g   moto g  and honor  x the idol  s is a great phone  it is very thin and has a beautiful build battery life has been greateasily   hours  waaaaaay longer if youre not killing it with games all day stand byidol time is amazing total screen on time for me is around      hours with checking emails  texting  you tube  reading news  music  some casual gaming examples ssg   skyforce reloaded  words  fieldrunners    smash hit  defense zone   for a total of   hours use it also recharges very fast the display is awesomeeven outside in the sun is no problem better than all of the above mentioned phones not sure if the screen is gorilla glassi have no scratches yet and i dont use a screen protector ive watched many reviews of this phone before buying most of them complain about the fingerprint scanner there is really nothing wrong with it it is very comparable in speed to my iphone   and registers the same number of timesabout   of the time i actually think its a little better than the iphone   fingerprint scanner the sound is awesome on this phone whether you use headphones or not i have not had any issues with att cell signal  gps  or bluetooth no problem with bluetooth connecting to my car or my home av receiver i always use nova launcher on every android phone in my family  and the idol  s is no exception this phone with the   processor and   gig ram handles everything easily the phone runs super smoothno lagging and this phone comes with decent jbl headphones  screen protector  and vr headset vr is pretty cool overall a great buy but i think   might be a better price its a definite buy either way you will not be disappointed,90,11,Positive,4.454545454545454,1894,341
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,5,coming from an asus zenfone    this smartphone charges super fast the screen is super crisp vibrant colors and with a vr  jbl headphones and a faux tempered screen protector cant go wrong with the package on this phone,100,11,Positive,4.454545454545454,221,39
Alcatel Idol 4S - Factory Unlocked Phone - Black (U.S. Version),ALCATEL,349.99,5,i broke my iphone   plus and i was not willing to pay   for a new apple phone i have to admit i was a little leery of this phone given the fact that i am a long time apple user after some careful research i decided on the alcatel idol  s it is much more affordable and still delivers the high end experience i was looking for so far i am extremely happy with the purchase and would highly recommend anyone to give this phone a shot in terms of speed my idol  s is noticeably faster on the web in the same environment as my iphone   plus in terms of battery i could barely get through half a day on my iphone with heavy use my idol  s ends the day with between   and   of power left with the same kind of usage when you do need to charge it has some technology that charges the phone super fast called quick charge    i take a ton of pictures with my phone and i love the fact that this phone offers a flash on the front and rear sides of the phone the ability to expand the memory on the phone with a micro sd card is a huge plus to me because i keep so many pictures on my phone i rarely listen to music through my phones internal speakers  however this phone has two speakers on it exclamation  one on the top of the phone and one on the bottom i compared it to my iphone and its a huge difference you get a surround sound affect and it is much louder than any of my other phones i havent tried out the vr googles yet  but the jbl headphones that come with it are surprisingly good quality alcatel also throws in a screen protector  making this phone a complete package i am an att customer and they have an app called att mobile transfer that literally takes minutes to transfer all your contacts  videos  and pictures from your original device to your new device so easy to use and it doesnt matter if you are going from apple to android based   stars across the board  very satisfied customer exclamation ,540,11,Positive,4.454545454545454,1927,377
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,2,i bought many phones of this model for friends and for my use all of them were working perfect at the first months couple of months later problems came with them mine one used to restart during phone conversations contact and other applicaions give error and i have to close them alarm mode does not works if i try a phone call it takes long to beep or dialing not factory unlocked to uninstall app not needed i had the first model and gps works great  this one not so i would not recomend this model the big problem looks like to be a model manufactured exclusively for t mobil and metro pcs if they are used out from usa there are not posibilities to update when updates are available i have done root and any how the same problem with update my last problem at the time,0,70,Negative,3.6285714285714286,786,147
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,1,the phone hangs up after i speak for five minutes ive only had it less than   months i would not recommend,0,70,Negative,3.6285714285714286,110,22
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,very good product  i recommend,0,70,Positive,3.6285714285714286,30,5
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,httpwwwamazoncomgpproductb pejqu mredirecttrueref cm cr ryp prd ttl sol  ,0,70,Positive,3.6285714285714286,86,1
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,works great,0,70,Positive,3.6285714285714286,11,2
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,great phone for  gave it to my relative in philippines works perfect there,0,70,Positive,3.6285714285714286,75,14
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,2,my teenage son was very excited about getting this phone only to be disappointed after only a couple months of having it the screen blanks out on occasion  the battery is already dying despite him charging it properly  and he sadly still likes my droid turbo better because it can do more otherwise  he loves having his own phone,0,70,Negative,3.6285714285714286,332,59
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,1,its a cellphone locked locked  for metrospc,10,70,Negative,3.6285714285714286,47,8
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,2,the alcatel phone is nice but they are cheaply made  thats why they are so inexpensive the prongs inside the phone where you plug in the charging cable are cheaply made and tend to bend and break the volume on the phone leaves a lot to be desired the phone lasted about   months,0,70,Negative,3.6285714285714286,283,54
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,good,0,70,Positive,3.6285714285714286,4,1
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,1,phone was not unlocked as advertized,0,70,Negative,3.6285714285714286,37,6
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,the phone is great   very fast  good sharpness   good sound   pretty pictures   and works very well with movistar,0,70,Positive,3.6285714285714286,113,22
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,even though i got a phone with a weak batt and just ordered another batt  the seller emilys store did contact me after my   star review and offered to pay for my new batt  i will decline  but because of that customer serviceconcern i would have to move it to   stars  it seems they will initiate and try to rectify a problemi am a happy customer dave,0,70,Positive,3.6285714285714286,364,69
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,2,not factory unlocked exclamation  exclamation  exclamation metro pcs phone after   two days of my time and internet searching the phone is now usable after properly unlocking and rootingphone comes with metro pcs bloatware unneeded useless junk installed factory unlocked phones do not come on with the message metro pcs riding on the nationwide t mobile network i repeat not a factory unlocked phoneat my pay rate the company who sold this should give a refund xs   exclamation ,0,70,Negative,3.6285714285714286,441,73
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,4,fantastic product  i purchased the unit for my son,10,70,Positive,3.6285714285714286,51,9
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,4,happy with this phoneworks well with t mobile its value for money,30,70,Positive,3.6285714285714286,68,11
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,1,the cell is blocked  i live in dominican repblic and say sim invalid,10,70,Negative,3.6285714285714286,69,13
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,bought this to use in mexico  works great  fully functional,20,70,Positive,3.6285714285714286,60,10
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,will have to buy a second one  its great,20,70,Positive,3.6285714285714286,41,9
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,good,20,70,Positive,3.6285714285714286,5,1
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,1,i dont think it is a factory unlock phone anytime when i turn on the phone show metro pcs,10,70,Negative,3.6285714285714286,90,19
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,great phone for the price exclamation  fast shipping  and worked wonderfully out of the box you cant beat this phone for what it costs  does everything a high end phone does and is a nice size screen,110,70,Positive,3.6285714285714286,190,36
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,3,i have recived the smartphone in venezuela and it does not factory unlocked  only works with movistartelefonica,10,70,Neutral,3.6285714285714286,113,17
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,excellent product received in time recommend,0,70,Positive,3.6285714285714286,44,6
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,incdredible phone like the s  or s  mini its so fast and handle,30,70,Positive,3.6285714285714286,63,13
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,excellent,0,70,Positive,3.6285714285714286,9,1
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,very good  excellent,0,70,Positive,3.6285714285714286,20,3
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,awesome would recomend,0,70,Positive,3.6285714285714286,22,3
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,a really great phone works perfectly thank you for tour help,10,70,Positive,3.6285714285714286,66,11
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,muy bueno,0,70,Positive,3.6285714285714286,9,2
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,4,the phone appears to be decent still trying to get this so called unlocked phone to work on my carrieri have learned quite allot buying an unlocked phone the phone i bought was a t mobile phone  i can only get it to work on t mobile towers there coverage sucks my carrier is straight talk  i cant get the apn settings to change to straight talk my advice just buy the phone from the carrier you use the seller of this phone best tech express has poor customer service exclamation  exclamation  exclamation  exclamation ,40,70,Positive,3.6285714285714286,479,90
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,great phone it has a lot of features i just love it,0,70,Positive,3.6285714285714286,51,12
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,4,i give it a   star rating only because of the issue with the microphone and not seeing the  g icon when in a  g network other than that  its an awesome upgrade from the alcatel one touch fierce,30,70,Positive,3.6285714285714286,198,39
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,4,perfect except you need sd card from day one the internal memory is low,50,70,Positive,3.6285714285714286,73,13
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,1,put in a tmobile chip and only the phone worked no data since it was a metro pcs phone i went there and they couldnt activate it and they have the phone for    so it went in my pile of junk,40,70,Negative,3.6285714285714286,200,42
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,thank you,10,70,Positive,3.6285714285714286,9,2
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,love it nice large screen  very fast shipping and customer service as well,30,70,Positive,3.6285714285714286,76,13
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,1,the phone looks nice  but it was not unlocked as described so i had to spend another   to unlocked it,20,70,Negative,3.6285714285714286,105,21
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,i love it   its very fast and great and also is ensured that this unlocked,30,70,Positive,3.6285714285714286,75,16
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,excellent  the phone work very well   i live in santo domingo and im very happy with this buy   its true the phone is factory unlocked   works with any sim cards,200,70,Positive,3.6285714285714286,164,33
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,3,the phone met my expectations but i just wished it had more storage,0,70,Neutral,3.6285714285714286,67,13
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,item came exactly as described and works well,0,70,Positive,3.6285714285714286,46,8
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,very good cellphone exclamation ,0,70,Positive,3.6285714285714286,20,3
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,4,fine beatufull,0,70,Positive,3.6285714285714286,14,2
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",ALCATEL,118.99,5,not it for my husband as a replacement phone we have tmobile as out carrier and it was easier than i thought exclamation  we just slipped in the sun sim card and we were making calls exclamation  comes in original packaging and was professionally labeled that it had been opened just for unlocking the phone still had its original screen protestant packing very satisfied with this purchase especially at the price exclamation ,0,70,Positive,3.6285714285714286,395,69
